"Name","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","VOMS","VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train Revenue Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train Revenue Hours","Train Revenue Hours Questionable","Unlinked 
Passenger 
Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable?","...42","...43","...44","1"
"Warren County Transit Authority","Warren","PA","3R04-007","3R04-30124","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,323216,NA,0,NA,0,NA,18234,NA,0,NA,0,NA,0,NA,0,NA,0,NA,98051,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Farmville Area Bus","Farmville","VA","3R06-013","3R06-30165","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,216731,NA,0,NA,0,NA,14262,NA,0,NA,0,NA,0,NA,0,NA,0,NA,150989,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Escambia County Commission","Brewton","AL","4R01-012","4R01-40926","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,104865,NA,0,NA,0,NA,8230,NA,0,NA,0,NA,0,NA,0,NA,0,NA,34843,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Polk County Transportation Authority","Columbus","NC","4R06-038","4R06-40934","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,356307,NA,0,NA,0,NA,19305,NA,0,NA,0,NA,0,NA,0,NA,0,NA,39520,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Moore County","Carthage","NC","4R06-033","4R06-41064","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,544989,NA,0,NA,0,NA,27620,NA,0,NA,0,NA,0,NA,0,NA,0,NA,36927,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Avery County Transportation Authority","Newland","NC","4R06-002","4R06-41130","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,256811,NA,0,NA,0,NA,15598,NA,0,NA,0,NA,0,NA,0,NA,0,NA,23014,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Macon County","Franklin","NC","4R06-030","4R06-41191","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,389765,NA,0,NA,0,NA,21742,NA,0,NA,0,NA,0,NA,0,NA,0,NA,37082,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Logan County","Lincoln","IL","5R01-060","5R01-50411","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,144428,NA,0,NA,0,NA,12754,NA,0,NA,0,NA,0,NA,0,NA,0,NA,21788,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Piatt County","Monticello","IL","5R01-017","5R01-50425","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,209695,NA,0,NA,0,NA,9721,NA,0,NA,0,NA,0,NA,0,NA,0,NA,39941,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Wells County Council on Aging","Bluffton","IN","5R02-029","5R02-50403","Private-Non-Profit Corporation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,228726,NA,0,NA,0,NA,16434,NA,0,NA,0,NA,0,NA,0,NA,0,NA,43705,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Branch Area Transit Authority","Coldwater","MI","5R03-015","5R03-50337","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,341125,NA,0,NA,0,NA,25036,NA,0,NA,0,NA,0,NA,0,NA,0,NA,100851,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"SEMCAC","Rushford","MN","5R04-033","5R04-50428","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,198969,NA,0,NA,0,NA,16461,NA,0,NA,0,NA,0,NA,0,NA,0,NA,51480,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Carroll County Transit","Carrollton","OH","5R05-045","5R05-50255","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,198766,NA,0,NA,0,NA,6428,NA,0,NA,0,NA,0,NA,0,NA,0,NA,20307,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Ashtabula County Transportation System","Ashtabula","OH","5R05-042","5R05-50390","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,328377,NA,0,NA,0,NA,18868,NA,0,NA,0,NA,0,NA,0,NA,0,NA,130204,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Fayette County Transportation Program","Washington Court House","OH","5R05-051","5R05-50410","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,214682,NA,0,NA,0,NA,4450,NA,0,NA,0,NA,0,NA,0,NA,0,NA,43827,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Logan Transit System","Logan","OH","5R05-059","5R05-50438","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,94855,NA,0,NA,0,NA,7000,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29313,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Crawford County Transportation Program","Bucyrus","OH","5R05-049","5R05-50509","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,177102,NA,0,NA,0,NA,12843,NA,0,NA,0,NA,0,NA,0,NA,0,NA,31723,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Wisconsin Rapids","Wisconsin Rapids","WI","5R06-049","5R06-50405","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,473051,NA,0,NA,0,NA,39067,NA,0,NA,0,NA,0,NA,0,NA,0,NA,102575,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Assumption Parish Council on Aging","Napoleonville","LA","6R02-002","6R02-60207","Area Agency on Aging","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,181039,NA,0,NA,0,NA,8304,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16984,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"West Ouachita Senior Center","West Monroe","LA","6R02-031","6R02-60217","Area Agency on Aging","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,127737,NA,0,NA,0,NA,10455,NA,0,NA,0,NA,0,NA,0,NA,0,NA,27419,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Avoyelles Council on Aging","Marksville","LA","6R02-004","6R02-60247","Area Agency on Aging","Rural Reporter",0,11,NA,6,NA,0,NA,0,NA,213498,NA,0,NA,0,NA,8293,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16289,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Grant County","Silver City","NM","6R03-037","6R03-60151","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,466549,NA,0,NA,0,NA,23564,NA,0,NA,0,NA,0,NA,0,NA,0,NA,114095,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Carlsbad","Carlsbad","NM","6R03-027","6R03-60184","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,252442,NA,0,NA,0,NA,26168,NA,0,NA,0,NA,0,NA,0,NA,0,NA,52053,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Central Oklahoma Community Action Agency","Shawnee","OK","6R04-013","6R04-60259","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,257576,NA,0,NA,0,NA,13943,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18733,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Ottumwa Transit","Ottumwa","IA","7R01-023","7R01-70118","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,242873,NA,0,NA,0,NA,20402,NA,0,NA,0,NA,0,NA,0,NA,0,NA,161579,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Clinton Municipal Transit Administration","Clinton","IA","7R01-018","7R01-70173","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,352468,NA,0,NA,0,NA,26081,NA,0,NA,0,NA,0,NA,0,NA,0,NA,327662,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Region Six Planning Commission/PeopleRides","Marshalltown","IA","7R01-006","7R01-70219","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,290257,NA,0,NA,0,NA,19819,NA,0,NA,0,NA,0,NA,0,NA,0,NA,51331,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Developmental Services of Northwest Kansas, Inc.","Hays","KS","7R02-001","7R02-70060","Private-Non-Profit Corporation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,192345,NA,0,NA,0,NA,6395,"W",0,NA,0,NA,0,NA,0,NA,0,NA,67945,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Tri-Valley Developmental Services","Chanute","KS","7R02-064","7R02-70135","Private-Non-Profit Corporation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,92302,NA,0,NA,0,NA,4592,NA,0,NA,0,NA,0,NA,0,NA,0,NA,34241,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Durango","Durango","CO","8R01-005","8R01-80206","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,537282,NA,0,NA,0,NA,36151,NA,0,NA,0,NA,0,NA,0,NA,0,NA,472405,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Valley County Transit","Glasgow","MT","8R02-006","8R02-80183","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,141949,NA,0,NA,0,NA,13558,"Q",0,NA,0,NA,0,NA,0,NA,0,NA,61538,NA,0,NA,0,NA,"Yes",NA,NA,NA,NA
"Glen-wood, Inc.","Plentywood","MT","8R02-025","8R02-80254","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,87985,NA,0,NA,0,NA,7311,"Q",0,NA,0,NA,0,NA,0,NA,0,NA,35923,"Q",0,NA,0,NA,"Yes",NA,NA,NA,NA
"James River Senior Citizens Center, Inc.","Jamestown","ND","8R03-007","8R03-80124","Private-Non-Profit Corporation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,185198,NA,0,NA,0,NA,15025,NA,0,NA,0,NA,0,NA,0,NA,0,NA,55684,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Williston Council for the Aging","Williston","ND","8R03-022","8R03-80160","Private-Non-Profit Corporation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,134783,NA,0,NA,0,NA,5274,NA,0,NA,0,NA,0,NA,0,NA,0,NA,34295,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Humboldt Transit Authority","Eureka","CA","9R02-016","9R02-91036","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,689414,NA,0,NA,0,NA,33326,NA,0,NA,0,NA,0,NA,0,NA,0,NA,612927,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Government of Guam-Guam Regional Transit Authority","Hagatna","GU","9R05-001","9R05-90999","State Government Unit or Department of Transportation","Rural Reporter",0,11,NA,0,NA,0,NA,0,NA,1739984,"W",0,NA,0,NA,55464,NA,0,NA,0,NA,0,NA,0,NA,0,NA,235466,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"County of Cumberland","Bridgeton","NJ","2201","20201","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5441567,10,NA,0,NA,0,NA,0,NA,138064,NA,0,NA,0,NA,9872,NA,0,NA,0,NA,0,NA,0,NA,0,NA,70407,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Broadway Bus Corporation","Bayonne","NJ","2220","20220","Private-For-Profit Corporation","Reduced Reporter",18351295,10,NA,0,NA,0,NA,0,NA,135541,NA,0,NA,0,NA,19363,NA,0,NA,0,NA,0,NA,0,NA,0,NA,727189,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Washington County Transit","Hagerstown","MD","3042","30042","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",182696,10,NA,0,NA,0,NA,0,NA,474990,NA,0,NA,0,NA,31005,NA,0,NA,0,NA,0,NA,0,NA,0,NA,453619,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Ashland Bus System","Ashland","KY","4016","40016","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",202637,10,NA,0,NA,0,NA,0,NA,181783,NA,0,NA,0,NA,16382,NA,0,NA,0,NA,0,NA,0,NA,0,NA,137894,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Kingsport Area Transit System","Kingsport","TN","4080","40080","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",106571,10,NA,0,NA,0,NA,0,NA,307074,NA,0,NA,0,NA,24258,NA,0,NA,0,NA,0,NA,0,NA,0,NA,174675,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Municipality of Barceloneta","Barceloneta","PR","4150","40150","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",71747,10,NA,0,NA,0,NA,0,NA,175889,NA,0,NA,0,NA,17154,NA,0,NA,0,NA,0,NA,0,NA,0,NA,120529,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Municipality of Toa Baja","Toa Baja","PR","4182","40182","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,10,NA,0,NA,0,NA,0,NA,170916,NA,0,NA,0,NA,22464,NA,0,NA,0,NA,0,NA,0,NA,0,NA,231950,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"York County Council on Aging","Rock Hill","SC","4187","40187","Private Provider Reporting on Behalf of a Public Entity","Reduced Reporter",104996,10,NA,0,NA,0,NA,0,NA,209476,NA,0,NA,0,NA,12250,NA,0,NA,0,NA,0,NA,0,NA,0,NA,27390,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Terre Haute Transit Utility","Terre Haute","IN","5053","50053","City, County or Local Government Unit or Department of Transportation","Full Reporter",92742,10,NA,0,NA,432530,NA,512290,NA,464662,NA,47628,NA,46709,NA,43063,NA,3646,NA,0,NA,0,NA,0,NA,0,NA,396189,NA,570697,NA,98.5,NA,"No",NA,NA,NA,NA
"Detroit Transportation Corporation","Detroit","MI","5141","50141","Independent Public Agency or Authority of Transit Service","Full Reporter",3734090,10,NA,0,NA,594281,NA,555326,NA,550636,NA,4690,NA,47943,NA,47529,NA,414,NA,277663,NA,275318,NA,23972,NA,23765,NA,2442031,NA,3753064,"W",2.9,NA,"No",NA,NA,NA,NA
"Oneida Tribe of Indians of Wisconsin","Oneida","WI","5T11","55276","Tribe","Reduced Reporter",0,10,NA,0,NA,0,NA,0,NA,324225,NA,0,NA,0,NA,22800,NA,0,NA,0,NA,0,NA,0,NA,0,NA,57029,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Port Arthur Transit","Port Arthur","TX","6013","60013","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",153150,10,NA,0,NA,0,NA,0,NA,359179,NA,0,NA,0,NA,25088,NA,0,NA,0,NA,0,NA,0,NA,0,NA,143922,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Alexandria","Alexandria","LA","6025","60025","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",82804,10,NA,4,NA,0,NA,0,NA,632307,NA,0,NA,0,NA,40201,NA,0,NA,0,NA,0,NA,0,NA,0,NA,704356,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Plaquemines Parish Government","Belle Chasse","LA","6127","60127","City, County or Local Government Unit or Department of Transportation","Full Reporter",899703,10,NA,0,NA,26780,NA,167462,NA,165250,NA,2212,NA,15634,NA,15565,NA,69,NA,0,NA,0,NA,0,NA,0,NA,784042,NA,777636,NA,2,NA,"No",NA,NA,NA,NA
"San Marcos Urban Transit District","Austin","TX","6131","60131","Independent Public Agency or Authority of Transit Service","Reduced Reporter",52826,10,NA,0,NA,0,NA,0,NA,278451,NA,0,NA,0,NA,23025,NA,0,NA,0,NA,0,NA,0,NA,0,NA,96692,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Senior Citizen Industries","Grand Island","NE","7052","70052","Private-Non-Profit Corporation","Reduced Reporter",50440,10,NA,0,NA,0,NA,0,NA,170497,NA,0,NA,0,NA,14590,NA,0,NA,0,NA,0,NA,0,NA,0,NA,36394,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of St. George","St. George","UT","8026","80026","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",98370,10,NA,0,NA,0,NA,0,NA,356326,NA,0,NA,0,NA,28991,NA,0,NA,0,NA,0,NA,0,NA,0,NA,464401,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of San Luis Obispo","San Luis Obispo","CA","9156","90156","City, County or Local Government Unit or Department of Transportation","Full Reporter",59219,10,NA,0,NA,373727,NA,423469,NA,396269,NA,27200,NA,34763,NA,33016,NA,1747,NA,0,NA,0,NA,0,NA,0,NA,1099547,NA,3199681,NA,37,NA,"No",NA,NA,NA,NA
"City of Folsom","Folsom","CA","9220","90220","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1723634,10,NA,0,NA,0,NA,0,NA,184396,"Q",0,NA,0,NA,12728,"Q",0,NA,0,NA,0,NA,0,NA,0,NA,91930,"Q",0,NA,0,NA,"Yes",NA,NA,NA,NA
"City of Tulare","Tulare","CA","9244","90244","City, County or Local Government Unit or Department of Transportation","Full Reporter",219454,10,NA,0,NA,557291,NA,657522,NA,633362,NA,24160,NA,37520,NA,34986,NA,2534,NA,0,NA,0,NA,0,NA,0,NA,455756,NA,1974156,"W",80,NA,"No",NA,NA,NA,NA
"City of Cottage Grove","Cottage Grove","OR","0R02-049","0R02-00290","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,135086,NA,0,NA,0,NA,9718,NA,0,NA,0,NA,0,NA,0,NA,0,NA,15859,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Curry County Public Transit Service District","Gold Beach","OR","0R02-029","0R02-00308","Private Provider Reporting on Behalf of a Public Entity","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,241385,NA,0,NA,0,NA,10881,NA,0,NA,0,NA,0,NA,0,NA,0,NA,28833,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Twin Transit","Centralia","WA","0R03-025","0R03-00364","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,10,NA,12,NA,0,NA,0,NA,347200,NA,0,NA,0,NA,26159,NA,0,NA,0,NA,0,NA,0,NA,0,NA,233606,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Northeastern Connecticut Transit District","Dayville","CT","1R01-003","1R01-10156","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,10,NA,5,NA,0,NA,0,NA,212241,NA,0,NA,0,NA,12421,NA,0,NA,0,NA,0,NA,0,NA,0,NA,51205,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Coastal Trans, Inc.","Rockland","ME","1R03-010","1R03-10166","Private-Non-Profit Corporation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,227172,NA,0,NA,0,NA,9819,NA,0,NA,0,NA,0,NA,0,NA,0,NA,49687,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"RTS Genesee","Batavia","NY","2R02-058","2R02-20947","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,122752,NA,0,NA,0,NA,9996,NA,0,NA,0,NA,0,NA,0,NA,0,NA,62758,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Barbour Co. Senior Center dba Here & There Transit","Philippi","WV","3R05-016","3R05-30138","Private-Non-Profit Corporation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,168862,"W",0,NA,0,NA,14988,"W",0,NA,0,NA,0,NA,0,NA,0,NA,17970,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Etowah County Commission","Gadsden","AL","4R01-013","4R01-40960","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,138995,NA,0,NA,0,NA,11640,NA,0,NA,0,NA,0,NA,0,NA,0,NA,14784,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Dekalb County Commission","Fort Payne","AL","4R01-011","4R01-40986","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,168645,NA,0,NA,0,NA,8354,NA,0,NA,0,NA,0,NA,0,NA,0,NA,22101,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"St. Clair County Commission","Ashville","AL","4R01-025","4R01-41076","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,199732,NA,0,NA,0,NA,9795,NA,0,NA,0,NA,0,NA,0,NA,0,NA,32798,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Catoosa County","Ringgold","GA","4R03-091","4R03-41086","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,195572,NA,0,NA,0,NA,14630,NA,0,NA,0,NA,0,NA,0,NA,0,NA,24619,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Forsyth County Public Transportation","Cumming","GA","4R03-005","4R03-41088","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,178895,NA,0,NA,0,NA,10857,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18119,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Columbia County CommissionTransit","Evans","GA","4R03-018","4R03-41139","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,266638,NA,0,NA,0,NA,14848,NA,0,NA,0,NA,0,NA,0,NA,0,NA,51356,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"South Central Community Action Agency, Inc.","D'Lo","MS","4R05-015","4R05-40922","Private-Non-Profit Corporation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,240090,NA,0,NA,0,NA,16140,NA,0,NA,0,NA,0,NA,0,NA,0,NA,19575,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"NROUTE","Vicksburg","MS","4R05-020","4R05-40957","Private-Non-Profit Corporation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,236150,NA,0,NA,0,NA,13545,NA,0,NA,0,NA,0,NA,0,NA,0,NA,47394,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Pender Adult Services, Inc.","Burgaw","NC","4R06-075","4R06-40938","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,431725,NA,0,NA,0,NA,17565,NA,0,NA,0,NA,0,NA,0,NA,0,NA,26845,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Caswell County","Yanceyville","NC","4R06-006","4R06-40996","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,286020,NA,0,NA,0,NA,11314,NA,0,NA,0,NA,0,NA,0,NA,0,NA,25800,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Beaufort County Developmental Center, Inc.","Washington","NC","4R06-003","4R06-41034","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,330991,NA,0,NA,0,NA,29994,"Q",0,NA,0,NA,0,NA,0,NA,0,NA,38987,NA,0,NA,0,NA,"Yes",NA,NA,NA,NA
"Mitchell County Transportation Authority","Bakersville","NC","4R06-032","4R06-41043","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,336877,NA,0,NA,0,NA,14415,NA,0,NA,0,NA,0,NA,0,NA,0,NA,42928,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Anson County","Wadesboro","NC","4R06-001","4R06-41113","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,386588,NA,0,NA,0,NA,18758,NA,0,NA,0,NA,0,NA,0,NA,0,NA,34624,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Richmond Interagency Transportation Inc.","Rockingham","NC","4R06-040","4R06-41124","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,326648,NA,0,NA,0,NA,17818,NA,0,NA,0,NA,0,NA,0,NA,0,NA,39267,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Edgefield County Senior Citizens Council","Edgefield","SC","4R07-004","4R07-40988","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,488650,NA,0,NA,0,NA,13718,NA,0,NA,0,NA,0,NA,0,NA,0,NA,25106,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Fairfield County Transit System","Winnsboro","SC","4R07-005","4R07-41003","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,248566,NA,0,NA,0,NA,8651,NA,0,NA,0,NA,0,NA,0,NA,0,NA,19604,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"McCormick County Senior Center","McCormick","SC","4R07-018","4R07-41042","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,268004,NA,0,NA,0,NA,10412,NA,0,NA,0,NA,0,NA,0,NA,0,NA,19014,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Warren County","Monmouth","IL","5R01-037","5R01-50283","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,159628,NA,0,NA,0,NA,15183,NA,0,NA,0,NA,0,NA,0,NA,0,NA,60232,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Peoria County","Peoria","IL","5R01-016","5R01-50312","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,271399,NA,0,NA,0,NA,12473,NA,0,NA,0,NA,0,NA,0,NA,0,NA,14735,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Marshall County Board of Commissioners","Plymouth","IN","5R02-012","5R02-50246","Private-Non-Profit Corporation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,221583,NA,0,NA,0,NA,13321,NA,0,NA,0,NA,0,NA,0,NA,0,NA,27133,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Kosciusko Area Bus Service","WARSAW","IN","5R02-016","5R02-50289","Private-Non-Profit Corporation","Rural Reporter",0,10,NA,0,NA,0,NA,0,NA,184187,NA,0,NA,0,NA,9416,NA,0,NA,0,NA,0,NA,0,NA,0,NA,47620,NA,0,NA,0,NA,"No",NA,NA,NA,NA
