"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","modes","mode_names","facility_type","pre1940","_1940s","_1950s","_1960s","_1970s","_1980s","_1990s","_2000s","_2010s","_2020s","total_facilities"
"Sacramento Regional Transit District, dba: Sacramento RT","Sacramento","CA","90019","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","77068","Sacramento, CA","1946618","367","LR","Light Rail","Other, Administrative & Maintenance (describe in Notes)","0","0","0","0","0","3","0","0","0","0","3"
"Sacramento Regional Transit District, dba: Sacramento RT","Sacramento","CA","90019","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","77068","Sacramento, CA","1946618","367","LR","Light Rail","Surface Parking Lot","0","0","0","0","0","3","0","5","0","0","8"
"Sacramento Regional Transit District, dba: Sacramento RT","Sacramento","CA","90019","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","77068","Sacramento, CA","1946618","367","LR, MB","Light Rail, Bus","Administrative Office / Sales Office","0","0","0","0","1","1","1","1","0","0","4"
"Sacramento Regional Transit District, dba: Sacramento RT","Sacramento","CA","90019","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","77068","Sacramento, CA","1946618","367","LR, MB","Light Rail, Bus","At-Grade Fixed Guideway Station","0","0","0","0","0","9","1","4","2","1","17"
"Sacramento Regional Transit District, dba: Sacramento RT","Sacramento","CA","90019","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","77068","Sacramento, CA","1946618","367","LR, MB","Light Rail, Bus","Other, Administrative & Maintenance (describe in Notes)","1","0","0","1","1","1","0","1","0","0","5"
"Sacramento Regional Transit District, dba: Sacramento RT","Sacramento","CA","90019","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","77068","Sacramento, CA","1946618","367","LR, MB","Light Rail, Bus","Surface Parking Lot","0","0","0","0","0","7","1","4","2","1","15"
"Sacramento Regional Transit District, dba: Sacramento RT","Sacramento","CA","90019","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","77068","Sacramento, CA","1946618","367","MB","Bus","Maintenance Facility (Service and Inspection)","1","0","0","0","1","0","0","0","0","0","2"
"Santa Barbara Metropolitan Transit District","Santa Barbara","CA","90020","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79282","Santa Barbara, CA","202197","80","MB","Bus","Administrative Office / Sales Office","0","0","0","0","0","0","0","1","0","0","1"
"Santa Barbara Metropolitan Transit District","Santa Barbara","CA","90020","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79282","Santa Barbara, CA","202197","80","MB","Bus","Bus Transfer Center","0","0","0","0","0","0","0","0","0","1","1"
"Santa Barbara Metropolitan Transit District","Santa Barbara","CA","90020","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79282","Santa Barbara, CA","202197","80","MB","Bus","Maintenance Facility (Service and Inspection)","0","0","0","0","0","1","0","0","0","0","1"
"Salt Lake Express","Rexburg","ID","00304","Private-For-Profit Corporation","Rural Reporter","2022",,,,"0",,,,,,,,,,,,,,
"Santa Barbara Metropolitan Transit District","Santa Barbara","CA","90020","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79282","Santa Barbara, CA","202197","80","MB","Bus","Vehicle Fueling Facility","0","0","0","0","0","0","0","1","0","0","1"
"Santa Barbara Metropolitan Transit District","Santa Barbara","CA","90020","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","79282","Santa Barbara, CA","202197","80","MB","Bus","Vehicle Washing Facility","0","0","0","0","0","0","0","1","0","0","1"
"City of Norwalk , dba: Norwalk Transit System","Norwalk","CA","90022","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","31","DR, MB","Demand Response, Bus","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"City of Norwalk , dba: Norwalk Transit System","Norwalk","CA","90022","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","31","MB","Bus","Vehicle Fueling Facility","0","0","0","0","0","0","0","0","1","1","2"
"City of Norwalk , dba: Norwalk Transit System","Norwalk","CA","90022","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","31","MB","Bus","Vehicle Washing Facility","0","0","0","0","0","0","0","0","1","0","1"
"Long Beach Transit","Long Beach","CA","90023","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","144","DR, MB","Demand Response, Bus","Administrative Office / Sales Office","0","0","0","0","0","1","0","0","0","0","1"
"Long Beach Transit","Long Beach","CA","90023","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","144","MB","Bus","Administrative Office / Sales Office","0","0","0","0","0","0","2","1","0","0","3"
"Long Beach Transit","Long Beach","CA","90023","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","144","MB","Bus","General Purpose Maintenance Facility/Depot","0","0","0","0","0","2","1","0","0","0","3"
"City of La Mirada , dba: La Mirada Transit","La Mirada","CA","90024","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","6","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","1","0","0","0","0","0","1"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","CB, MB","Commuter Bus, Bus","Bus Transfer Center","0","0","0","0","0","0","0","0","3","0","3"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","CB, MB","Commuter Bus, Bus","Maintenance Facility (Service and Inspection)","0","0","0","0","0","0","0","0","1","0","1"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","DR","Demand Response","Administrative Office / Sales Office","0","0","0","0","1","0","0","0","0","0","1"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","DR","Demand Response","Maintenance Facility (Service and Inspection)","0","0","0","0","0","0","1","1","0","0","2"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR","Light Rail","At-Grade Fixed Guideway Station","0","0","0","0","0","0","0","0","0","4","4"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR","Light Rail","Elevated Fixed Guideway Station","0","0","0","0","0","0","0","0","0","5","5"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR","Light Rail","General Purpose Maintenance Facility/Depot","0","0","0","0","0","2","0","0","0","0","2"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR","Light Rail","Heavy Maintenance & Overhaul (Backshop)","0","0","0","0","0","0","1","0","0","0","1"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR","Light Rail","Maintenance Facility (Service and Inspection)","0","0","0","0","0","0","0","1","0","0","1"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR","Light Rail","Other, Administrative & Maintenance (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR","Light Rail","Parking Structure","0","0","0","0","0","0","0","0","0","2","2"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR","Light Rail","Surface Parking Lot","0","0","0","0","0","5","5","2","9","3","24"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR, MB","Light Rail, Bus","Administrative Office / Sales Office","0","0","0","0","0","1","0","0","0","0","1"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR, MB","Light Rail, Bus","At-Grade Fixed Guideway Station","0","0","0","0","0","3","8","3","35","0","49"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR, MB","Light Rail, Bus","Bus Transfer Center","0","0","0","0","0","0","0","0","1","0","1"
"Northwestern Stagelines Inc, dba: Northwestern Trailway","Spokane","WA","00291","Private-For-Profit Corporation","Rural Reporter","2022",,,,"0",,,,,,,,,,,,,,
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR, MB","Light Rail, Bus","Elevated Fixed Guideway Station","0","0","0","0","0","0","3","1","0","0","4"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","LR, MB","Light Rail, Bus","Underground Fixed Guideway Station","0","0","0","0","0","0","0","1","0","0","1"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","MB","Bus","Administrative Office / Sales Office","0","0","0","0","1","0","0","0","1","0","2"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","MB","Bus","At-Grade Fixed Guideway Station","0","0","0","0","0","0","0","0","5","0","5"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","MB","Bus","Bus Transfer Center","0","0","0","0","0","1","2","0","7","0","10"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","MB","Bus","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","1","1","0","0","1","0","3"
"San Diego Metropolitan Transit System","San Diego","CA","90026","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","78661","San Diego, CA","3070300","728","MB","Bus","Maintenance Facility (Service and Inspection)","0","0","0","1","0","1","0","1","1","0","4"
