"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle  
Revenue  
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train  
Revenue 
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train  
Revenue  
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","0","...65"
"OSU-Stillwater Community Transit","Stillwater","OK","6R04-014","6R04-60160","University","Rural Reporter",0,19,"MB","DO",16,NA,0,NA,15.6022,NA,0,NA,5.542,NA,0,NA,0,NA,570993,NA,0,NA,0,NA,36597,NA,0,NA,0,NA,0,NA,0,NA,0,NA,202822,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pullman Transit","Pullman","WA","0R03-020","0R03-00294","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,19,"DR","DO",4,NA,0,NA,7.5287,NA,0,NA,1.692,NA,0,NA,0,NA,54026,NA,0,NA,0,NA,7176,NA,0,NA,0,NA,0,NA,0,NA,0,NA,12142,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Transit Authority","Summersville","WV","3R05-017","3R05-30140","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,19,"DR","DO",13,NA,0,NA,25.3624,NA,0,NA,2.232,NA,0,NA,0,NA,243986,NA,0,NA,0,NA,9620,NA,0,NA,0,NA,0,NA,0,NA,0,NA,21472,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSU-Stillwater Community Transit","Stillwater","OK","6R04-014","6R04-60160","University","Rural Reporter",0,19,"DR","DO",3,NA,0,NA,6.5554,NA,0,NA,1.3574,NA,0,NA,0,NA,22485,NA,0,NA,0,NA,3430,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4656,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Municipality of Yauco","Yauco","PR","4174","40174","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",90899,19,"MB","DO",15,NA,0,NA,3.8348,NA,0,NA,1.8674,NA,0,NA,0,NA,35100,NA,0,NA,0,NA,9153,NA,0,NA,0,NA,0,NA,0,NA,0,NA,17092,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Municipality of Yauco","Yauco","PR","4174","40174","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",90899,19,"DR","DO",4,NA,0,NA,5.1292,NA,0,NA,0.7468,NA,0,NA,0,NA,17783,NA,0,NA,0,NA,3467,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2589,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Athens-Clarke County Unified Government, dba: Athens-Clarke County Transit Department","Athens","GA","4047","40047","City, County or Local Government Unit or Department of Transportation","Full Reporter",128754,19,"MB","DO",17,NA,0,NA,12.4813,NA,3.6284,NA,10.3791,NA,754983,NA,819419,NA,754983,NA,64436,NA,63356,NA,60489,NA,2867,NA,0,NA,0,NA,0,NA,0,NA,627821,NA,2277981,NA,168,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Athens-Clarke County Unified Government, dba: Athens-Clarke County Transit Department","Athens","GA","4047","40047","City, County or Local Government Unit or Department of Transportation","Full Reporter",128754,19,"DR","DO",2,NA,0,NA,10.108,NA,4.987,NA,1.1509,NA,0,NA,37958,NA,33690,NA,4268,NA,3684,NA,3333,NA,351,NA,0,NA,0,NA,0,NA,0,NA,3836,NA,19130,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tillamook County Transportation District","Tillamook","OR","0R02-028","0R02-00296","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,19,"CB","DO",4,NA,0,NA,35.7244,NA,0,NA,1.8596,NA,0,NA,0,NA,319055,NA,0,NA,0,NA,8931,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16608,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tillamook County Transportation District","Tillamook","OR","0R02-028","0R02-00296","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,19,"MB","DO",5,NA,0,NA,23.6942,NA,0,NA,3.9725,NA,0,NA,0,NA,435001,NA,0,NA,0,NA,18359,NA,0,NA,0,NA,0,NA,0,NA,0,NA,72932,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tillamook County Transportation District","Tillamook","OR","0R02-028","0R02-00296","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,19,"DR","DO",10,NA,0,NA,23.6549,NA,0,NA,1.5189,NA,0,NA,0,NA,248140,NA,0,NA,0,NA,10490,NA,0,NA,0,NA,0,NA,0,NA,0,NA,15933,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benzie Transportation Authority","Honor","MI","5R03-072","5R03-50457","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,19,"DR","DO",19,NA,0,NA,25.6058,NA,0,NA,2.7164,NA,0,NA,0,NA,573928,NA,0,NA,0,NA,22414,NA,0,NA,0,NA,0,NA,0,NA,0,NA,60885,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozark Regional Transit","Springdale","AR","6072","60072","Independent Public Agency or Authority of Transit Service","Reduced Reporter",295083,19,"MB","DO",11,NA,0,NA,13.6683,NA,0,NA,4.7514,NA,0,NA,0,NA,449440,NA,0,NA,0,NA,32882,NA,0,NA,0,NA,0,NA,0,NA,0,NA,156234,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Regional Transportation Program, Inc.","Westbrook","ME","1069","10069","Private-Non-Profit Corporation","Reduced Reporter",203914,19,"DR","DO",19,NA,0,NA,16.0281,NA,0,NA,1.8646,NA,0,NA,0,NA,425114,NA,0,NA,0,NA,26523,NA,0,NA,0,NA,0,NA,0,NA,0,NA,49455,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delta Area Transit Authority","Escanaba","MI","5R03-025","5R03-50356","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,19,"DR","DO",19,NA,0,NA,17.7509,NA,0,NA,3.5027,NA,0,NA,0,NA,341491,NA,0,NA,0,NA,19238,NA,0,NA,0,NA,0,NA,0,NA,0,NA,67385,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Wilsonville, dba: South Metro Area Regional Transit","Wilsonville","OR","46","46","City, County or Local Government Unit or Department of Transportation","Full Reporter",1849898,19,"MB","DO",13,NA,0,NA,18.872,NA,6.5681,NA,3.5008,NA,584845,NA,585791,NA,557026,NA,28765,NA,30873,NA,29516,NA,1357,NA,0,NA,0,NA,0,NA,0,NA,103329,NA,678672,NA,162.5,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Charlottesville, dba: Charlottesville Area Transit","Charlottesville","VA","3036","30036","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",92359,19,"MB","DO",19,NA,0,NA,9.7434,NA,0,NA,8.2282,NA,0,NA,0,NA,730629,NA,0,NA,0,NA,74987,NA,0,NA,0,NA,0,NA,0,NA,0,NA,617010,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozark Regional Transit","Springdale","AR","6072","60072","Independent Public Agency or Authority of Transit Service","Reduced Reporter",295083,19,"DR","DO",8,NA,0,NA,11.5968,NA,0,NA,1.4284,NA,0,NA,0,NA,116038,NA,0,NA,0,NA,10006,NA,0,NA,0,NA,0,NA,0,NA,0,NA,14293,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Wilsonville, dba: South Metro Area Regional Transit","Wilsonville","OR","46","46","City, County or Local Government Unit or Department of Transportation","Full Reporter",1849898,19,"DR","DO",6,NA,0,NA,10.1242,NA,4.0912,NA,1.8474,NA,0,NA,51140,NA,37085,NA,14055,NA,4504,NA,3663,NA,841,NA,0,NA,0,NA,0,NA,0,NA,6767,NA,27685,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advance Transit, Inc. NH","White River Junction","VT","1R04-001","1R04-10137","Private-Non-Profit Corporation","Rural Reporter",0,19,"MB","DO",15,NA,0,NA,12.7096,NA,0,NA,8.5022,NA,0,NA,0,NA,398128,NA,0,NA,0,NA,31325,NA,0,NA,0,NA,0,NA,0,NA,0,NA,266330,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Advance Transit, Inc. NH","White River Junction","VT","1R04-001","1R04-10137","Private-Non-Profit Corporation","Rural Reporter",0,19,"DR","DO",4,NA,0,NA,10.3014,NA,0,NA,1.3763,NA,0,NA,0,NA,33531,NA,0,NA,0,NA,3255,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4480,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Mankato , dba: Mankato Transit System","Mankato","MN","5205","50205","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",57584,19,"MB","DO",13,NA,0,NA,12.6447,NA,0,NA,8.4487,NA,0,NA,0,NA,365686,NA,0,NA,0,NA,28920,NA,0,NA,0,NA,0,NA,0,NA,0,NA,244337,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Mankato , dba: Mankato Transit System","Mankato","MN","5205","50205","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",57584,19,"DR","DO",6,NA,0,NA,13.3743,NA,0,NA,2.4458,NA,0,NA,0,NA,109830,NA,0,NA,0,NA,8212,NA,0,NA,0,NA,0,NA,0,NA,0,NA,20085,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Asheville, dba: ART (Asheville Redefines Transit)","Asheville","NC","4005","40005","City, County or Local Government Unit or Department of Transportation","Full Reporter",280648,19,"MB","PT",19,NA,0,NA,12.7763,NA,2.5595,NA,13.9329,NA,1320784,NA,1323564,NA,1313303,NA,10261,NA,104957,NA,102792,NA,2165,NA,0,NA,0,NA,0,NA,0,NA,1432189,NA,3665751,NA,179,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chenango County","Norwich","NY","2R02-017","2R02-20935","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,19,"MB","DO",19,NA,0,NA,19.3969,NA,0,NA,1.6776,NA,0,NA,0,NA,528585,NA,0,NA,0,NA,27251,NA,0,NA,0,NA,0,NA,0,NA,0,NA,45717,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confederated Salish and Kootenai Tribes, dba: CSKT Transit","Pablo","MT","8T04","88134","Tribe","Reduced Reporter",0,19,"CB","DO",2,NA,0,NA,44.8,NA,0,NA,0.8,NA,0,NA,0,NA,137984,NA,0,NA,0,NA,3080,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2464,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RiverCities Transit","Longview","WA","16","16","City, County or Local Government Unit or Department of Transportation","Full Reporter",63952,19,"DR","PT",10,NA,0,NA,7.7839,NA,3.039,NA,1.7973,NA,0,NA,127632,NA,112913,NA,14719,NA,16197,NA,14506,NA,1691,NA,0,NA,0,NA,0,NA,0,NA,26071,NA,79231,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Confederated Salish and Kootenai Tribes, dba: CSKT Transit","Pablo","MT","8T04","88134","Tribe","Reduced Reporter",0,19,"DR","DO",17,NA,0,NA,18.2694,NA,0,NA,1.6727,NA,0,NA,0,NA,246180,NA,0,NA,0,NA,13475,NA,0,NA,0,NA,0,NA,0,NA,0,NA,22540,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRIS Rural Mass Transit District","Danville","IL","5R01-059","5R01-50223","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,19,"DR","DO",19,NA,0,NA,19.5715,NA,0,NA,2.3295,NA,0,NA,0,NA,312752,NA,0,NA,0,NA,15980,NA,0,NA,0,NA,0,NA,0,NA,0,NA,37226,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RiverCities Transit","Longview","WA","16","16","City, County or Local Government Unit or Department of Transportation","Full Reporter",63952,19,"MB","DO",9,NA,0,NA,12.5521,NA,4.2767,NA,7.1155,NA,297503,NA,306790,NA,298689,NA,8101,NA,24692,NA,23796,NA,896,NA,0,NA,0,NA,0,NA,0,NA,169320,NA,724132,NA,71,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delaware County Transit Board","Delaware","OH","5199","50199","Independent Public Agency or Authority of Transit Service","Full Reporter",1368035,19,"DR","DO",19,NA,0,NA,16.3839,NA,4.5311,NA,2.5493,NA,0,NA,527430,NA,468694,NA,58736,NA,33836,NA,28607,NA,5229,NA,0,NA,0,NA,0,NA,0,NA,72927,NA,330439,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"York County Community Action Corporation","Sanford","ME","1099","10099","Private-Non-Profit Corporation","Reduced Reporter",88200,19,"MB","DO",5,NA,0,NA,13.9254,NA,0,NA,6.3817,NA,0,NA,0,NA,35092,NA,0,NA,0,NA,2520,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16082,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FDOT - vanpool","Tallahassee","FL","4R02-075","4R02-41095","Private-For-Profit Corporation","Rural Reporter",0,19,"VP","DO",19,NA,0,NA,51.955,NA,0,NA,3.9596,NA,0,NA,0,NA,453879,NA,0,NA,0,NA,8736,NA,0,NA,0,NA,0,NA,0,NA,0,NA,34591,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"York County Community Action Corporation","Sanford","ME","1099","10099","Private-Non-Profit Corporation","Reduced Reporter",88200,19,"DR","DO",14,NA,0,NA,17.5416,NA,0,NA,2.7288,NA,0,NA,0,NA,340324,NA,0,NA,0,NA,19401,NA,0,NA,0,NA,0,NA,0,NA,0,NA,52941,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newberry County Council on Aging","Newberry","SC","4R07-008","4R07-41022","Area Agency on Aging","Rural Reporter",0,19,"DR","DO",19,NA,0,NA,18.0243,NA,0,NA,1.1566,NA,0,NA,0,NA,451635,NA,0,NA,0,NA,25057,NA,0,NA,0,NA,0,NA,0,NA,0,NA,28982,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senior Center Resources and Public Transit, Inc.","Greenville","TX","6R05-047","6R05-60176","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,19,"DR","DO",19,NA,0,NA,15.1624,NA,0,NA,1.3291,NA,0,NA,0,NA,478054,NA,0,NA,0,NA,31529,NA,0,NA,0,NA,0,NA,0,NA,0,NA,41906,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harbor Transit Multi-Modal Transportation System, dba: Harbor Transit","Grand Haven","MI","5196","50196","Independent Public Agency or Authority of Transit Service","Reduced Reporter",161280,19,"DR","DO",19,NA,0,NA,13.0055,NA,0,NA,3.1067,NA,0,NA,0,NA,419401,NA,0,NA,0,NA,32248,NA,0,NA,0,NA,0,NA,0,NA,0,NA,100186,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Kansas, dba: KU Parking & Transit","Lawrence","KS",NA,"70044","University","Full Reporter",88053,19,"MB","PT",19,NA,0,NA,9.5686,NA,0.9,NA,9.5214,NA,255210,NA,278445,NA,258812,NA,19633,NA,28917,NA,27048,NA,1869,NA,0,NA,0,NA,0,NA,0,NA,257534,NA,231781,NA,21,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Preston County Sr. Cit, Inc. , dba: Buckwheat Express","Kingwood","WV","3R05-019","3R05-30190","Private-Non-Profit Corporation","Rural Reporter",0,19,"MB","DO",9,NA,0,NA,11.5283,NA,0,NA,1.3077,NA,0,NA,0,NA,98913,NA,0,NA,0,NA,8580,NA,0,NA,0,NA,0,NA,0,NA,0,NA,11220,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Beaumont, dba: Beaumont Municipal Transit System","Beaumont","TX","6016","60016","City, County or Local Government Unit or Department of Transportation","Full Reporter",147922,19,"MB","PT",12,NA,0,NA,14.0304,NA,3.74,NA,6.0412,NA,715880,NA,713658,NA,695235,NA,18423,NA,50503,NA,49552,NA,951,NA,0,NA,0,NA,0,NA,0,NA,299354,NA,1119584,NA,100,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Augusta Richmond County Transit Department","Augusta","GA","4023","40023","City, County or Local Government Unit or Department of Transportation","Full Reporter",386787,19,"MB","PT",12,NA,0,NA,12.1271,NA,3.5418,NA,12.0949,NA,564335,NA,530295,NA,506367,NA,23928,NA,44271,NA,41755,NA,2516,NA,0,NA,0,NA,0,NA,0,NA,505022,NA,1788710,NA,143.2,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Preston County Sr. Cit, Inc. , dba: Buckwheat Express","Kingwood","WV","3R05-019","3R05-30190","Private-Non-Profit Corporation","Rural Reporter",0,19,"DR","DO",10,NA,0,NA,19.9407,NA,0,NA,0.4999,NA,0,NA,0,NA,145388,NA,0,NA,0,NA,7291,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3645,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Beaumont, dba: Beaumont Municipal Transit System","Beaumont","TX","6016","60016","City, County or Local Government Unit or Department of Transportation","Full Reporter",147922,19,"DR","PT",7,NA,0,NA,13.4067,NA,4.18,NA,1.9136,NA,0,NA,191223,NA,135770,NA,55453,NA,14267,NA,10127,NA,4140,NA,0,NA,0,NA,0,NA,0,NA,19379,NA,81004,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Augusta Richmond County Transit Department","Augusta","GA","4023","40023","City, County or Local Government Unit or Department of Transportation","Full Reporter",386787,19,"DR","PT",7,NA,0,NA,13.4108,NA,5.0339,NA,2.1361,NA,0,NA,171355,NA,158127,NA,13228,NA,12929,NA,11791,NA,1138,NA,0,NA,0,NA,0,NA,0,NA,25187,NA,126788,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Camarillo, dba: Camarillo Area Transit","Camarillo","CA","9163","90163","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",71772,19,"MB","PT",2,NA,0,NA,11.751,NA,0,NA,5.8355,NA,0,NA,0,NA,61775,NA,0,NA,0,NA,5257,NA,0,NA,0,NA,0,NA,0,NA,0,NA,30677,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City and Borough of Juneau","Juneau","AK","0R04-005","0R04-00391","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,18,"MB","DO",13,NA,0,NA,14.6764,NA,0,NA,12.6086,NA,0,NA,0,NA,564689,NA,0,NA,0,NA,38476,NA,0,NA,0,NA,0,NA,0,NA,0,NA,485128,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIDAS Council of Governments","Fort Dodge","IA","7R01-005","7R01-70256","MPO, COG or Other Planning Agency","Rural Reporter",0,18,"DR","DO",18,NA,0,NA,7.2595,NA,0,NA,4.2314,NA,0,NA,0,NA,139063,NA,0,NA,0,NA,19156,NA,0,NA,0,NA,0,NA,0,NA,0,NA,81056,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of High Point, dba: High Point Transit System","High Point","NC","4011","40011","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",166485,18,"MB","DO",12,NA,0,NA,16.0819,NA,0,NA,28.8106,NA,0,NA,0,NA,350054,NA,0,NA,0,NA,21767,NA,0,NA,0,NA,0,NA,0,NA,0,NA,627120,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren County","Belvidere","NJ","2R01-014","2R01-20928","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,18,"MB","PT",5,NA,0,NA,24.0061,NA,0,NA,5.2669,NA,0,NA,0,NA,192865,NA,0,NA,0,NA,8034,NA,0,NA,0,NA,0,NA,0,NA,0,NA,42314,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of High Point, dba: High Point Transit System","High Point","NC","4011","40011","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",166485,18,"DR","DO",6,NA,0,NA,7.7027,NA,0,NA,1.6974,NA,0,NA,0,NA,50576,NA,0,NA,0,NA,6566,NA,0,NA,0,NA,0,NA,0,NA,0,NA,11145,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren County","Belvidere","NJ","2R01-014","2R01-20928","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,18,"DR","PT",13,NA,0,NA,17.0369,NA,0,NA,1.8556,NA,0,NA,0,NA,168256,NA,0,NA,0,NA,9876,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18326,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Van Buren Public Transit","Bangor","MI","5R03-069","5R03-50383","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,18,"MB","DO",3,NA,0,NA,9.777,NA,0,NA,3.5974,NA,0,NA,0,NA,38707,NA,0,NA,0,NA,3959,NA,0,NA,0,NA,0,NA,0,NA,0,NA,14242,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Van Buren Public Transit","Bangor","MI","5R03-069","5R03-50383","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,18,"DR","DO",15,NA,0,NA,14.0555,NA,0,NA,1.2643,NA,0,NA,0,NA,392978,NA,0,NA,0,NA,27959,NA,0,NA,0,NA,0,NA,0,NA,0,NA,35348,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peoples Express","Whitmore Lake","MI",NA,"5R03-55321","Private-Non-Profit Corporation","Rural Reporter",0,18,"DR","DO",18,NA,0,NA,16.2713,NA,0,NA,1.5949,NA,0,NA,0,NA,531192,NA,0,NA,0,NA,32646,NA,0,NA,0,NA,0,NA,0,NA,0,NA,52068,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Jackson Transportation Authority, dba: Jackson Area Transportation Authority","Jackson","MI","5034","50034","Independent Public Agency or Authority of Transit Service","Full Reporter",90057,18,"MB","DO",9,NA,0,NA,13.6292,NA,2.9125,NA,10.9783,NA,369536,NA,337267,NA,324157,NA,13110,NA,24394,NA,23784,NA,610,NA,0,NA,0,NA,0,NA,0,NA,261108,NA,760487,NA,82,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Jackson Transportation Authority, dba: Jackson Area Transportation Authority","Jackson","MI","5034","50034","Independent Public Agency or Authority of Transit Service","Full Reporter",90057,18,"DR","DO",9,NA,0,NA,14.2673,NA,3.6872,NA,1.9557,NA,0,NA,210519,NA,188371,NA,22148,NA,15958,NA,13203,NA,2755,NA,0,NA,0,NA,0,NA,0,NA,25821,NA,95207,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yates Township Transportation System","Idlewild","MI","5R03-070","5R03-50476","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,18,"DR","DO",18,NA,0,NA,13.0122,NA,0,NA,3.4203,NA,0,NA,0,NA,279749,NA,0,NA,0,NA,21499,NA,0,NA,0,NA,0,NA,0,NA,0,NA,73533,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Clemson, dba: Clemson Area Transit","Clemson","SC","4208","40208","City, County or Local Government Unit or Department of Transportation","Full Reporter",400492,18,"MB","DO",18,NA,0,NA,14.5879,NA,19.6147,NA,5.7332,NA,601556,NA,605339,NA,605339,NA,0,NA,41496,NA,41496,NA,0,NA,0,NA,0,NA,0,NA,0,NA,237904,NA,4666412,NA,263,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New River Transit Authority","Beckley","WV",NA,"30199","Independent Public Agency or Authority of Transit Service","Reduced Reporter",64022,18,"MB","PT",7,NA,0,NA,11.8008,NA,0,NA,1.9345,NA,0,NA,0,NA,140618,NA,0,NA,0,NA,11916,NA,0,NA,0,NA,0,NA,0,NA,0,NA,23051,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
