"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA Population","Agency Voms","Modes","Facility Type","Pre1940","1940's","1950's","1960's","1970's","1980's","1990's","2000's","2010's","2020's","Total Facilities"
"Cabarrus County , dba: Cabarrus County Transportation","Concord","NC","4214","40214","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",214881,17,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Union County, dba: Union County Transportation","Monroe","NC","4215","40215","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1249442,25,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Rowan County, dba: Rowan Transit System","Salisbury","NC","4217","40217","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",214881,46,"DR","Administrative Office / Sales Office",0,1,0,0,0,0,0,0,0,0,1
"City of La Grange, dba: Oldham's Public Bus","La Grange","KY","4218","40218","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",972546,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Pitt County, dba: Pitt Area Transit System","Greenville","NC","4220","40220","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",117798,14,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Gaston County","Gastonia","NC","4221","40221","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",169495,13,"DR, MB","Administrative Office / Sales Office",0,0,1,0,0,0,0,0,0,0,1
"Gaston County","Gastonia","NC","4221","40221","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",169495,13,"DR, MB","General Purpose Maintenance Facility/Depot",0,0,0,1,0,0,0,0,0,0,1
"Wake County, dba: Wake County DSS","Raleigh","NC","4R06-094","40222","City, County or Local Government Unit or Department of Transportation","Full Reporter",884891,43,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Cumberland County","Fayetteville","NC","4223","40223","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",310282,12,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Buncombe County, dba: Mountain Mobility","Asheville","NC","4224","40224","City, County or Local Government Unit or Department of Transportation","Full Reporter",280648,27,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Alamance County Transportation Authority","Burlington","NC","4225","40225","Independent Public Agency or Authority of Transit Service","Reduced Reporter",119911,27,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Mountain Projects, Inc.","Waynesville","NC","4226","40226","Private-Non-Profit Corporation","Reduced Reporter",280648,21,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Mountain Projects, Inc.","Waynesville","NC","4226","40226","Private-Non-Profit Corporation","Reduced Reporter",280648,21,"DR, MB","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Onslow United Transit System","Jacksonville","NC","4227","40227","Private-Non-Profit Corporation","Reduced Reporter",105419,17,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Mecklenburg County","Charlotte","NC","4228","40228","City, County or Local Government Unit or Department of Transportation","Full Reporter",1249442,86,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Henderson County, dba: Apple Country Public Transit","Hendersonville","NC","4229","40229","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",280648,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Orange County , dba: Orange County Public Transportation","Hillsborough","NC","4231","40231","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",347602,14,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,1,0,0,0,0,1
"Central Florida Commuter Rail, dba: SunRail","Tallahassee","FL","4232","40232","State Government Unit or Department of Transportation","Full Reporter",1510516,23,"CR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Central Florida Commuter Rail, dba: SunRail","Tallahassee","FL","4232","40232","State Government Unit or Department of Transportation","Full Reporter",1510516,23,"CR","At-Grade Fixed Guideway Station",0,0,0,0,0,0,0,0,16,0,16
"Central Florida Commuter Rail, dba: SunRail","Tallahassee","FL","4232","40232","State Government Unit or Department of Transportation","Full Reporter",1510516,23,"CR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,2,0,2
"Central Florida Commuter Rail, dba: SunRail","Tallahassee","FL","4232","40232","State Government Unit or Department of Transportation","Full Reporter",1510516,23,"CR","Surface Parking Lot",0,0,0,0,0,0,0,0,11,0,11
"City of Salisbury , dba: Salisbury Transit","Salisbury","NC","4233","40233","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",214881,5,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,1,0,0,0,0,1
"Autonomous Municipality of Ponce","Ponce","PR","4234","40234","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",149539,22,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Autonomous Municipality of Ponce","Ponce","PR","4234","40234","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",149539,22,"DR, MB","Bus Transfer Center",0,0,0,0,0,1,1,0,0,0,2
"Autonomous Municipality of Ponce","Ponce","PR","4234","40234","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",149539,22,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,1,0,0,0,1
"Autonomous Municipality of Ponce","Ponce","PR","4234","40234","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",149539,22,"MB","Administrative Office / Sales Office",0,0,0,0,0,1,0,0,0,0,1
"Autonomous Municipality of Ponce","Ponce","PR","4234","40234","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",149539,22,"MB","Parking Structure",0,0,0,0,0,1,1,0,0,0,2
"Lancaster County Council on Aging, dba: Lancaster Area Ride Service","Lancaster","SC","4237","40237","Private-Non-Profit Corporation","Reduced Reporter",1249442,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Coconut Creek","Coconut Creek","FL",NA,"40238","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Deerfield Beach, dba: Northeast Focal Point","Deerfield Beach","FL",NA,"40239","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Lighthouse Point","Pompano Beach","FL",NA,"40240","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Miramar , dba: Public Works Department","Miramar","FL",NA,"40241","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,6,"DR, MB","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,0,2,0,0,2
"City of Miramar , dba: Public Works Department","Miramar","FL",NA,"40241","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,6,"MB","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Spartanburg Regional Health Services, Inc.","Spartanburg","SC",NA,"40244","State Government Unit or Department of Transportation","Full Reporter",180786,29,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,1,0,1,0,0,2
"Center for Pan Asian Community Services, Inc.","Atlanta","GA",NA,"40246","Private-Non-Profit Corporation","Reduced Reporter",4515419,10,"DR, MB","Administrative Office / Sales Office",0,0,0,1,0,0,0,0,0,0,1
"Town of Hillsboro Beach","Pompano Beach","FL",NA,"40248","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Hallandale Beach","Hallandale Beach","FL",NA,"40249","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Lauderdale Lakes","Fort Lauderdale","FL",NA,"40250","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Pembroke Pines","Pembroke Pines","FL",NA,"40251","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City Of Burlington, dba: Link Transit","Burlington","NC",NA,"40252","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",119911,7,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"City of Coral Springs","Coral Springs","FL",NA,"40253","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Lauderhill","Lauderhill","FL",NA,"40254","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Margate","Margate","FL",NA,"40256","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,8,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Pompano Beach","Pompano Beach","FL",NA,"40257","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,4,"MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"Town of Lauderdale-By-The-Sea","Lauderdale By The Sea","FL",NA,"40260","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Dania Beach","Dania","FL",NA,"40261","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Town of Davie","Davie","FL",NA,"40262","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,6,"MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"North Central Alabama Regional Council of Governments, dba: NARCOG Regional Transit Agency","Decatur","AL",NA,"40265","MPO, COG or Other Planning Agency","Full Reporter",70436,28,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Ciales","Ciales","PR",NA,"40268","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,0,"DR","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Ciales","Ciales","PR",NA,"40268","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,0,"DR","Parking Structure",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Anasco","Anasco","PR",NA,"40269","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",306196,5,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Anasco","Anasco","PR",NA,"40269","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",306196,5,"DR, MB","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"City of Rock Hill","Rock Hill","SC",NA,"40270","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",104996,9,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Florida Department of Transportation, District 1 Office","Tallahassee","FL",NA,"40271","State Government Unit or Department of Transportation","Reduced Reporter",530290,17,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Civic Volunteer Organization of Barefoot Bay","Barefoot Bay","FL",NA,"40272","Private-Non-Profit Corporation","Reduced Reporter",452791,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Brevard Alzheimer's Foundation Inc.","Melbourne","FL",NA,"40273","Private-Non-Profit Corporation","Reduced Reporter",452791,10,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Three Rivers Regional Commission","Griffin","GA","4R03-035","40905","MPO, COG or Other Planning Agency","Reduced Reporter",4515419,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Baldwin County Commission, dba: Baldwin Regional Area Transit System","Bay Minette","AL","4R01-005","40928","City, County or Local Government Unit or Department of Transportation","Full Reporter",57383,28,"DR","Bus Transfer Center",0,0,0,0,0,0,1,1,1,0,3
"Baldwin County Commission, dba: Baldwin Regional Area Transit System","Bay Minette","AL","4R01-005","40928","City, County or Local Government Unit or Department of Transportation","Full Reporter",57383,28,"DR","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"First Tennessee Human Resource Agency","Johnson City","TN","4R08-001","40950","Independent Public Agency or Authority of Transit Service","Full Reporter",120415,41,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Orocovis","Orocovis","PR","1R05-005","40958","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Bartow County , dba: Bartow County Transit","Cartersville","GA","4R03-076","41027","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",4515419,12,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Flagler County Public Transportation","Bunnell","FL","4R02-028","41068","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",349064,21,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Forsyth County Board of Commissioners, dba: Forsyth County Dial-a-Ride","Cumming","GA","4R03-005","41088","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",4515419,9,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Lowcountry Regional Transportation Authority, dba: Palmetto Breeze","Bluffton","SC","4R07-007","41092","Independent Public Agency or Authority of Transit Service","Reduced Reporter",68998,26,"CB, DR","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Lowcountry Regional Transportation Authority, dba: Palmetto Breeze","Bluffton","SC","4R07-007","41092","Independent Public Agency or Authority of Transit Service","Reduced Reporter",68998,26,"CB, DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,1,0,0,0,1
"Audubon Area Community Services, Inc.","Owensboro","KY","4R04-020","41105","Private-Non-Profit Corporation","Full Reporter",70543,40,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,1,0,1
"County of Citrus, dba: Citrus County Transit","Inverness","FL","4R02-035","41157","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",80962,20,"DR, MB","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Board of County Commissioners of St. Lucie County, dba: Area Regional Transit - ART","Fort Pierce","FL",NA,"41199","City, County or Local Government Unit or Department of Transportation","Full Reporter",376047,29,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"Atlanta-Region Transit Link Authority","Atlanta","GA",NA,"42000","State Government Unit or Department of Transportation","Full Reporter",4515419,231,"CB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
