"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA Population","Agency Voms","Modes","Facility Type","Pre1940","1940's","1950's","1960's","1970's","1980's","1990's","2000's","2010's","2020's","Total Facilities"
"Senior Services Incorporated of Chester County, dba: Chester County Connector","Chester","SC","4R07-016","4R07-41146","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,13,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"South Central Tennessee Development District","Mount Pleasant","TN","4R08-007","4R08-40954","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,111,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Upper-Cumberland Human Resource Agency","Cookeville","TN","4R08-005","4R08-40978","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,92,"DR, MB","Administrative Office / Sales Office",1,0,0,0,1,0,0,0,1,0,3
"Upper-Cumberland Human Resource Agency","Cookeville","TN","4R08-005","4R08-40978","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,92,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,1,0,0,1
"Southeast Tennessee Human Resource Agency-Rural Division","Dunlap","TN","4R08-004","4R08-40989","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,103,"DR","Administrative Office / Sales Office",0,0,0,0,1,0,0,0,0,0,1
"Southeast Tennessee Human Resource Agency-Rural Division","Dunlap","TN","4R08-004","4R08-40989","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,103,"DR","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,1,0,0,0,1
"Southeast Tennessee Human Resource Agency-Rural Division","Dunlap","TN","4R08-004","4R08-40989","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,103,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,1,0,0,1
"Southeast Tennessee Human Resource Agency-Rural Division","Dunlap","TN","4R08-004","4R08-40989","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,103,"DR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,0,1,0,0,1
"Delta Human Resource Agency","Covington","TN","4R08-010","4R08-41020","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,27,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Gatlinburg","Gatlinburg","TN","4R08-011","4R08-41102","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,14,"MB","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Northwest Tennessee Human Resource Agency","Martin","TN","4R08-009","4R08-41106","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,69,"DR","Combined Administrative and Maintenance Facility",0,0,0,0,1,0,0,0,0,0,1
"Pigeon Forge Mass Transit","Pigeon Forge","TN","4R08-012","4R08-41136","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,22,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Pigeon Forge Mass Transit","Pigeon Forge","TN","4R08-012","4R08-41136","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,22,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,1,0,0,0,1
"Pigeon Forge Mass Transit","Pigeon Forge","TN","4R08-012","4R08-41136","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,22,"DR, MB","Surface Parking Lot",0,0,0,0,0,0,1,0,0,0,1
"Southwest  Human Resource Agency","Henderson","TN","4R08-008","4R08-41151","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,58,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Southwest  Human Resource Agency","Henderson","TN","4R08-008","4R08-41151","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,58,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,1,0,1
"Municipality of Orocovis","Orocovis","PR","1R05-005","4R09-40958","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Utuado","Utuado","PR","1R05-006","4R09-40991","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,"MB","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Barranquitas","Barranquitas","PR","1R05-002","4R09-41005","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Comerio","Comerio","PR","1R05-003","4R09-41182","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,6,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,1,0,0,1
"Municipality of Jayuya","Jayuya","PR",NA,"4R09-44941","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Coamo","Coamo","PR",NA,"4R09-44942","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,6,"DR, MB","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Vieques","Vieques","PR",NA,"4R09-44943","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Aguas Buenas","Aguas Buenas","PR",NA,"4R09-44950","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,"DR","Bus Transfer Center",0,0,0,0,0,0,2,0,0,0,2
"Municipality of Aibonito","Aibonito","PR",NA,"4R09-44951","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,"DR","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Arecibo","Arecibo","PR",NA,"4R09-44952","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,"DR","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Ceiba","Ceiba","PR",NA,"4R09-44954","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Florida","Florida","PR",NA,"4R09-44955","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,"DR","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Guanica","Guanica","PR",NA,"4R09-44956","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Guayama","Guayama","PR",NA,"4R09-44957","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,"DR","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Isabela","Isabela","PR",NA,"4R09-44959","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Maunabo","Maunabo","PR",NA,"4R09-44963","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Naranjito","Naranjito","PR",NA,"4R09-44964","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Quebradillas","Quebradillas","PR",NA,"4R09-44965","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,"DR","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Rio Grande","Rio Grande","PR",NA,"4R09-44966","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,"DR","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Salinas","Salinas","PR",NA,"4R09-44968","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,"DR","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Municipality of San German","San German","PR",NA,"4R09-44969","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,"DR","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Santa Isabel","Santa Isabel","PR",NA,"4R09-44970","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,"DR","Bus Transfer Center",0,0,0,0,0,0,0,1,0,0,1
"Municipality of Toa Alta","Toa Alta","PR",NA,"4R09-44971","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Trujillo Alto","Trujillo Alto","PR",NA,"4R09-44972","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",0,0,"DR","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Patillas","Patillas","PR",NA,"4R09-44976","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,8,"MB","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"City of Appleton, dba: Valley Transit","Appleton","WI","5001","50001","City, County or Local Government Unit or Department of Transportation","Full Reporter",216154,76,"MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"City of Appleton, dba: Valley Transit","Appleton","WI","5001","50001","City, County or Local Government Unit or Department of Transportation","Full Reporter",216154,76,"MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,1,0,0,0,0,1
"City of Green Bay, dba: Green Bay Metro","Green Bay","WI","5002","50002","City, County or Local Government Unit or Department of Transportation","Full Reporter",206520,29,"MB","Other, Administrative & Maintenance",0,0,0,0,0,0,0,1,0,0,1
"City of Kenosha, dba: Kenosha Area Transit","Kenosha","WI","5003","50003","City, County or Local Government Unit or Department of Transportation","Full Reporter",124064,55,"CR, DR, MB, SR","Elevated Fixed Guideway Station",0,0,0,0,0,0,0,1,0,0,1
"City of Kenosha, dba: Kenosha Area Transit","Kenosha","WI","5003","50003","City, County or Local Government Unit or Department of Transportation","Full Reporter",124064,55,"CR, MB, SR","Surface Parking Lot",0,0,0,0,0,0,0,0,2,0,2
"City of Kenosha, dba: Kenosha Area Transit","Kenosha","WI","5003","50003","City, County or Local Government Unit or Department of Transportation","Full Reporter",124064,55,"MB","Bus Transfer Center",0,0,0,0,0,0,0,1,0,0,1
"City of Kenosha, dba: Kenosha Area Transit","Kenosha","WI","5003","50003","City, County or Local Government Unit or Department of Transportation","Full Reporter",124064,55,"MB, SR","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,0,1,0,0,1
"City of Kenosha, dba: Kenosha Area Transit","Kenosha","WI","5003","50003","City, County or Local Government Unit or Department of Transportation","Full Reporter",124064,55,"MB, SR","Other, Administrative & Maintenance",0,0,0,0,0,0,0,1,0,0,1
"City of La Crosse, dba: Municipal Transit","La Crosse","WI","5004","50004","City, County or Local Government Unit or Department of Transportation","Full Reporter",100868,30,"MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"City of La Crosse, dba: Municipal Transit","La Crosse","WI","5004","50004","City, County or Local Government Unit or Department of Transportation","Full Reporter",100868,30,"MB","General Purpose Maintenance Facility/Depot",0,0,0,0,1,0,0,0,0,0,1
"City of Madison","Madison","WI","5005","50005","City, County or Local Government Unit or Department of Transportation","Full Reporter",401661,236,"DR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,1,0,0,0,0,1
"City of Racine, Wisconsin, dba: RYDE","Racine","WI","5006","50006","City, County or Local Government Unit or Department of Transportation","Full Reporter",133700,39,"CB","Bus Transfer Center",0,0,0,0,0,0,0,1,0,0,1
"City of Racine, Wisconsin, dba: RYDE","Racine","WI","5006","50006","City, County or Local Government Unit or Department of Transportation","Full Reporter",133700,39,"CB, MB","Bus Transfer Center",0,0,0,0,0,0,0,1,0,0,1
"City of Racine, Wisconsin, dba: RYDE","Racine","WI","5006","50006","City, County or Local Government Unit or Department of Transportation","Full Reporter",133700,39,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"City of Racine, Wisconsin, dba: RYDE","Racine","WI","5006","50006","City, County or Local Government Unit or Department of Transportation","Full Reporter",133700,39,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,2,0,0,0,0,0,2
"City of Racine, Wisconsin, dba: RYDE","Racine","WI","5006","50006","City, County or Local Government Unit or Department of Transportation","Full Reporter",133700,39,"MB","Maintenance Facility (Service and Inspection)",0,0,0,0,1,0,0,0,0,0,1
"City of Racine, Wisconsin, dba: RYDE","Racine","WI","5006","50006","City, County or Local Government Unit or Department of Transportation","Full Reporter",133700,39,"MB","Surface Parking Lot",0,0,0,0,0,0,0,1,0,0,1
"Bay Mills Indian Community","Brimley","MI","5T07","50007","Tribe","Reduced Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Milwaukee County, dba: Milwaukee County Transit System","Milwaukee","WI","5008","50008","City, County or Local Government Unit or Department of Transportation","Full Reporter",1376476,371,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,1,0,0,0,0,1
"Milwaukee County, dba: Milwaukee County Transit System","Milwaukee","WI","5008","50008","City, County or Local Government Unit or Department of Transportation","Full Reporter",1376476,371,"MB","Administrative Office / Sales Office",0,0,0,0,0,2,0,0,0,0,2
"Milwaukee County, dba: Milwaukee County Transit System","Milwaukee","WI","5008","50008","City, County or Local Government Unit or Department of Transportation","Full Reporter",1376476,371,"MB","General Purpose Maintenance Facility/Depot",1,0,1,0,0,1,0,0,0,0,3
"Milwaukee County, dba: Milwaukee County Transit System","Milwaukee","WI","5008","50008","City, County or Local Government Unit or Department of Transportation","Full Reporter",1376476,371,"MB","Heavy Maintenance & Overhaul (Backshop)",0,0,0,0,0,1,0,0,0,0,1
"Milwaukee County, dba: Milwaukee County Transit System","Milwaukee","WI","5008","50008","City, County or Local Government Unit or Department of Transportation","Full Reporter",1376476,371,"MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,2,0,0,0,0,2
"Milwaukee County, dba: Milwaukee County Transit System","Milwaukee","WI","5008","50008","City, County or Local Government Unit or Department of Transportation","Full Reporter",1376476,371,"MB","Other, Administrative & Maintenance",0,1,0,0,0,2,0,0,0,0,3
"Milwaukee County, dba: Milwaukee County Transit System","Milwaukee","WI","5008","50008","City, County or Local Government Unit or Department of Transportation","Full Reporter",1376476,371,"MB","Vehicle Fueling Facility",0,0,0,0,0,2,0,0,0,0,2
"City of Oshkosh, Wisconsin, dba: GO Transit","Oshkosh","WI","5009","50009","City, County or Local Government Unit or Department of Transportation","Full Reporter",74495,40,"DR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,1,0,0,0,0,0,1
"City of Oshkosh, Wisconsin, dba: GO Transit","Oshkosh","WI","5009","50009","City, County or Local Government Unit or Department of Transportation","Full Reporter",74495,40,"MB","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"METRO Regional Transit Authority","Akron","OH","5010","50010","Independent Public Agency or Authority of Transit Service","Full Reporter",569499,210,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,1,0,0,1
"METRO Regional Transit Authority","Akron","OH","5010","50010","Independent Public Agency or Authority of Transit Service","Full Reporter",569499,210,"DR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,1,0,0,0,0,1
"METRO Regional Transit Authority","Akron","OH","5010","50010","Independent Public Agency or Authority of Transit Service","Full Reporter",569499,210,"DR, MB","General Purpose Maintenance Facility/Depot",0,0,0,0,1,0,0,0,2,0,3
"METRO Regional Transit Authority","Akron","OH","5010","50010","Independent Public Agency or Authority of Transit Service","Full Reporter",569499,210,"DR, MB","Vehicle Fueling Facility",0,0,0,0,0,0,0,0,1,0,1
"METRO Regional Transit Authority","Akron","OH","5010","50010","Independent Public Agency or Authority of Transit Service","Full Reporter",569499,210,"MB","Bus Transfer Center",0,0,0,0,0,0,0,1,0,1,2
"METRO Regional Transit Authority","Akron","OH","5010","50010","Independent Public Agency or Authority of Transit Service","Full Reporter",569499,210,"MB","Surface Parking Lot",0,0,0,0,0,0,0,1,1,0,2
"METRO Regional Transit Authority","Akron","OH","5010","50010","Independent Public Agency or Authority of Transit Service","Full Reporter",569499,210,"PB","Vehicle Fueling Facility",0,0,0,0,0,0,0,0,1,0,1
"Stark Area Regional Transit Authority","Canton","OH","5011","50011","Independent Public Agency or Authority of Transit Service","Full Reporter",279245,66,"MB","Bus Transfer Center",0,0,0,0,0,1,0,2,1,0,4
